,uBlue,Blue,Green,Red,Swir1,Nir,Swir2,dt
326,380.0,454.0,658.3333333333334,705.0,2197.6190476190477,2755.0,1369.1666666666667,2013-07-01
327,341.2316017316017,391.3031496062992,569.6671026814912,612.5,1942.5,2501.0,1196.491017964072,2013-08-01
328,258.5,304.6666666666667,450.99999999999994,481.6666666666667,1652.75,2325.0,979.0,2013-09-01
329,299.0,384.0,614.0,705.0,1984.0,2549.0,1188.3333333333333,2013-10-01
330,369.0,464.0,720.5,1089.0,2336.416149068323,2736.0,1396.0,2013-11-01
331,420.5,500.5,661.5,935.5,2433.5,1921.0,1696.1666666666667,2013-12-01
332,412.0,491.0,659.0,920.0,2416.995327102804,1865.0,1706.0041666666668,2014-01-01
333,418.0,464.00000000000006,626.0,735.0000000000001,2244.1428571428573,1545.0,1753.0,2014-02-01
334,460.0,531.0,704.0,790.0,2358.0,1848.0,1871.0,2014-03-01
335,358.0,434.0,725.0,740.0,2057.0,2573.9289617486343,1408.3695652173913,2014-04-01
336,356.0,469.0,734.5,733.0,2166.0,2756.9142568930733,1428.673712021136,2014-05-01
337,334.0,455.0,762.5,776.3733528550512,2218.5,3121.0,1376.0,2014-06-01
338,312.4,426.9549356223176,697.5,782.0,2148.5,2943.5000000000005,1329.5,2014-07-01
339,260.9893190921228,354.5,571.3730079681275,650.0,1721.5,2421.8109710896965,1076.5856416054266,2014-08-01
340,211.0135242641209,273.0,457.1269920318725,510.0,1468.712950600801,2209.517816091954,874.9,2014-09-01
341,269.0,314.53968253968253,488.0,588.0,1753.0,2244.9999999999995,1024.3333333333333,2014-10-01
342,225.0,289.0,486.0,497.0,1515.9999999999998,1932.0,926.6666666666666,2014-11-01
343,266.99999999999994,274.0,590.0,300.0,1613.9999999999998,3114.3668122270747,807.0,2014-12-01
344,233.0,266.0,532.5,407.5,1752.1666666666667,2880.5,956.3809760956175,2015-01-01
345,287.0,314.0,539.0,443.0,1820.3413654618473,2833.0,1201.0,2015-02-01
346,514.0,600.0,764.0,912.4627949183304,2040.0,2865.132653061225,1461.0,2015-03-01
347,434.228144989339,504.0,727.2730192719486,779.2492625368732,2064.597791798107,2020.5,1558.1666666666667,2015-04-01
348,354.0,424.0,698.3307086614174,660.5,2034.5,2696.0,1292.6666666666667,2015-05-01
349,352.78061224489795,414.5,693.0,556.0,2092.4226052369904,3030.9198473282445,1165.0312771503043,2015-06-01
350,314.3673257023934,350.625,511.25,528.0,1642.3,2316.5,1049.125,2015-07-01
351,264.5712844653665,298.25,462.2,464.1666666666667,1493.25,2289.404958677686,924.75,2015-08-01
352,226.9375,240.67939609236234,376.5,369.375,1249.5,2035.1455696202531,749.8333333333334,2015-09-01
353,233.0,298.36249999999995,524.0,593.9992150706436,1645.0,2434.0,942.6494845360825,2015-10-01
354,203.0,247.0,448.0,514.0,1454.0,2166.0,817.0,2015-11-01
355,218.0,244.0,412.0,388.0,1451.0,1570.0,867.0,2015-12-01
356,205.7465208747515,256.0,516.0,408.0,1453.0,1641.0,885.0,2016-01-01
357,247.99999999999997,369.5,727.0,640.0,1604.1793797150042,2448.4970414201184,1062.4126853377265,2016-02-01
358,232.99999999999994,337.0,631.0,555.0,1489.0,2216.0,999.0,2016-03-01
359,438.5,523.25,792.0,828.1666666666666,2335.0880524861877,2265.25,1746.6563706563707,2016-04-01
360,368.1666666666667,434.375,685.1,650.4279304542905,2083.0,2867.9999999999995,1370.5,2016-05-01
361,316.2269807280514,356.0,608.6313497822931,537.5,1932.5,2935.0,1121.5,2016-06-01
362,307.0,326.0,512.0,518.5,1686.0,2586.0,1002.0,2016-07-01
363,261.5,323.5,517.75,557.0,1726.5,2699.5,1009.2549212598425,2016-08-01
364,216.2169907881269,272.78300921187304,440.0,465.99901864573104,1442.4,2280.0,835.3263433813893,2016-09-01
365,240.0,296.0,508.6266471449488,593.4,1721.5,2453.0,969.0,2016-10-01
366,198.0,229.0,403.0,358.77513227513225,1323.0,1942.5,714.0,2016-11-01
367,757.8808398950131,768.0,899.0,950.0,2024.9999999999998,2091.1106719367585,1425.0,2016-12-01
368,257.0,315.0,466.0,541.0,1662.5409540954092,1651.8405275779378,1036.0,2017-01-01
370,436.25147928994085,496.5,711.0,794.3,2221.785714285714,1949.8121118012423,1681.3346456692911,2017-03-01
371,442.0,511.0,742.0,801.0000000000001,2306.0,2073.985294117647,1754.0,2017-04-01
372,381.0,430.0,687.0,682.0920770877945,2152.6304347826085,2906.0,1429.3179551122194,2017-05-01
373,276.13295880149815,352.64948453608247,636.3625000000001,669.6,1890.395678092399,2926.0,1154.0,2017-06-01
374,257.0,290.33376963350787,475.0,508.0,1689.0,2692.0,955.8333333333334,2017-07-01
375,226.375,306.5,509.7485265225933,524.5,1611.5013089005236,2564.0,921.0,2017-08-01
376,226.73899692937565,270.0,424.5,413.0,1428.4735799207397,2274.539614561028,794.0,2017-09-01
377,248.0,344.64681440443206,596.0,618.6666666666666,1816.0,2577.0,1079.0,2017-10-01
378,279.2905263157895,375.9039222741993,602.6666666666666,818.0,1865.0,2747.6666666666665,1084.0,2017-11-01
379,359.5,396.00000000000006,494.0,630.5,2079.5,1518.3547904191616,1498.2971656333036,2017-12-01
381,408.0,452.99999999999994,587.0,584.0,2067.0,1908.6595174262734,1487.0,2018-02-01
382,379.0,379.0,508.0,512.6304347826087,1736.0,1925.0,1123.0,2018-03-01
383,456.3297730307076,534.3333333333334,753.1787974683546,892.6040372670809,2520.6666666666665,2204.1666666666665,1828.8965097402595,2018-04-01
384,367.00000000000006,428.0,668.6666666666666,715.0,2001.7971698113208,2136.6666666666665,1424.8,2018-05-01
385,327.0,383.0,636.5013106159895,606.7368603042877,1958.5,2878.5213618157545,1194.0,2018-06-01
386,295.31784386617096,360.5,596.25,658.4792780748662,2058.125,2927.0,1210.8333333333333,2018-07-01
387,269.0,370.0,600.3404539385848,653.7697095435685,1792.6649214659685,2551.0,1123.6101829753381,2018-08-01
388,208.37300796812747,294.6666666666667,481.1252455795678,525.75,1424.0,2112.75,886.0,2018-09-01
389,227.5,248.31521739130437,376.7142857142857,353.5,1308.3333333333333,2037.5483870967741,768.3324607329843,2018-10-01
390,277.0,397.5,643.0,791.5,1968.5,2194.25,1204.25,2018-11-01
391,267.0,299.10403726708074,411.0,465.3333333333333,1582.5,1450.6917910447762,1023.5000000000001,2018-12-01
392,341.49999999999994,377.00000000000006,502.5,517.5,1782.8668122270742,1597.5,1234.0000000000002,2019-01-01
393,325.0,361.0,509.0,570.0,1757.0,1558.7822085889572,1286.3307692307692,2019-02-01
394,313.0,391.0,651.9999999999999,679.0,1666.3271767810024,1794.4022082018926,1180.0,2019-03-01
395,399.5,458.32776349614403,693.125,691.125,2025.7682215743441,2340.0,1440.875,2019-04-01
396,335.0,450.5,761.0023603461841,773.5,1963.8458742275532,2458.1002994011974,1393.1906158357772,2019-05-01
397,352.03776435045313,412.25,658.5,658.5,1974.6666666666667,2741.2495088408646,1261.351134846462,2019-06-01
398,328.4269662921348,386.6666666666667,601.6209415584416,605.3673986486486,1825.539194915254,2718.0,1158.0323886639676,2019-07-01
399,240.0,294.575,486.0,486.4,1476.875,2245.0,907.0,2019-08-01
400,202.64681440443212,242.0,381.7389969293756,380.8095238095238,1227.494094488189,2072.873287671233,732.0,2019-09-01
401,202.33333333333334,248.0,414.3625,393.0,1283.798273155416,2206.3757763975154,765.0,2019-10-01
402,585.0928961748634,654.5870767104353,818.2142857142857,1122.1507936507935,2034.767732267732,2262.0,1335.5,2019-11-01
404,362.0,366.99999999999994,433.0,512.7034482758621,1614.7243172951885,1098.0,1158.3444730077122,2020-01-01
405,415.3,454.1253672869735,589.5,701.0,1908.0,1323.0417475728157,1516.202925045704,2020-02-01
406,423.0,490.0,636.0,775.0,2066.75,1606.032738095238,1614.3333333333333,2020-03-01
407,425.0,488.1666666666667,697.3333333333334,737.0,2002.9086826347307,1888.0,1528.0,2020-04-01
408,381.25049115913555,494.3967611336032,803.125,799.5,2209.6773504273506,2654.1666666666665,1521.5,2020-05-01
409,405.99999999999994,501.2413407821229,806.6666666666666,877.1987431264729,2432.0,2908.0,1577.75,2020-06-01
410,370.219387755102,488.8155650319829,770.9999999999999,900.0,2319.0,2803.1408325952166,1524.6,2020-07-01
411,322.5,462.5689149560117,745.372340425532,785.5,2043.5,2532.4,1302.5,2020-08-01
412,258.5,340.61717352415025,559.0,603.2608695652174,1628.25,2102.249263984298,1017.75,2020-09-01
